Name,Vmag,RA_deg,Dec_deg,SpType,Parallax_arcsec,Distance_ly,Constellation
 51    Aqr,5.78,336.02875,-4.836944,  A0V               ,0.006,543.5933333,Aqr
 50    Aqr,5.76,336.112917,-13.529444,  G6.5III           ,,,Aqr
          ,6.16,335.750833,57.284444,  B8III-IV          ,,,
          ,6.22,335.975833,38.573611,  F5IV:             ,-0.005,,
          ,6.04,335.750833,62.42,  A1V               ,,,
  3Bet Lac,4.43,335.89,52.229167,  G8.5IIIbCa1       ,0.021,155.312381,Lac
 52Pi  Aqr,4.66,336.319167,1.3775,  B1Ve              ,,,Aqr
   Del Tuc,4.48,336.833333,-64.966389,  B9.5V             ,,,Tuc
  4    Lac,4.57,336.129167,49.476389,  B9Iab             ,0.003,1087.186667,Lac
          ,6.29,336.544583,-23.6825,  A0V               ,,,
          ,6.26,336.419583,18.444444,  K0                ,,,
 53    Aqr,6.57,336.6425,-16.741389,  G2V               ,0.057,57.22035088,Aqr
 53    Aqr,6.35,336.643333,-16.7425,  G1V               ,0.057,57.22035088,Aqr
          ,5.27,333.294167,86.108056,  B9.5Vn            ,0.006,543.5933333,
          ,5.55,337.157083,-67.489167,  A4V               ,,,
 34    Peg,5.75,336.655833,4.393611,  F7V               ,0.041,79.5502439,Peg
          ,6.46,336.690417,37.443889,  B2V               ,,,
          ,6.76,335.922083,78.243333,  B9                ,,,
 35    Peg,4.79,336.964583,4.695556,  K0III             ,0.025,130.4624,Peg
   Nu  Gru,5.47,337.163333,-39.131944,  G9III             ,0.015,217.4373333,Gru
          ,6.14,336.860417,39.809722,  B2V               ,,,
          ,6.57,336.746667,56.433333,  B5III             ,,,
          ,5.98,336.9425,31.840278,  K2                ,,,
   Del1Gru,3.97,337.3175,-43.495556,  G6-8III           ,0.024,135.8983333,Del1Gru
          ,5.47,336.503333,70.770833, gK2                ,,,
 55Zet1Aqr,4.59,337.207083,-0.020278,  F6IV              ,0.022,148.2527273,55Zet1Aqr
 55Zet2Aqr,4.42,337.20875,-0.02,  F3V               ,0.022,148.2527273,55Zet2Aqr
   Del2Gru,4.11,337.439583,-43.749444,  M4.5IIIa          ,-0.005,,Del2Gru
 26    Cep,5.46,336.772083,65.132222,  B0.5Ibe:          ,,,Cep
 36    Peg,5.58,337.283333,9.128889,  K5IIIa            ,,,Peg
          ,5.95,337.441667,-27.107222,  F1V               ,,,
          ,5.79,337.2925,26.763056,  K2II              ,,,
          ,6.4,337.50625,-12.915,  F3IV              ,,,
 37    Peg,5.48,337.491667,4.431667,  F2V+F2V           ,0.032,101.92375,Peg
 56    Aqr,6.37,337.5725,-14.585833,  B8V s             ,,,Aqr
          ,6.29,337.082083,64.085556,  K0                ,,,
          ,6.56,337.432917,35.725556,  A2V               ,,,
   Zet PsA,6.43,337.72375,-26.073611,  K1III             ,,,PsA
 27Del Cep,3.75,337.292917,58.415278,  F5Ib-G2Ib         ,0.011,296.5054545,Cep
  5    Lac,4.36,337.3825,47.706944,  M0II+B8V          ,0.006,543.5933333,Lac
 57Sig Aqr,4.82,337.661667,-10.678056,  A0IV s            ,0.021,155.312381,Aqr
 38    Peg,5.65,337.5075,32.5725,  B9.5V             ,,,Peg
          ,6.4,337.527083,49.356111,  K2IIIe            ,,,
 17Bet PsA,4.29,337.87625,-32.346111,  A0V               ,0.021,155.312381,PsA
          ,6.15,338.86,-78.771667,  K1III             ,,,
 28Rho1Cep,5.83,336.677083,78.785833,  A2Vm              ,,,28Rho1Cep
  6    Lac,4.51,337.622083,43.123333,  B2IV              ,,,Lac
          ,6.16,337.826667,-2.911111,  K0                ,,,
          ,6.14,337.826667,-6.555,  F7V               ,0.044,74.12636364,
   Nu  Tuc,4.81,338.250417,-61.982222,  M4III             ,0.007,465.9371429,Tuc
 58    Aqr,6.38,337.922083,-10.905556,  A8III             ,,,Aqr
          ,6.35,337.8925,29.542778,  A5m               ,,,
  7Alp Lac,3.77,337.822917,50.2825,  A1V               ,0.04,81.539,Lac
 39    Peg,6.42,338.147917,20.23,  F1V               ,0.013,250.8892308,Peg
          ,6.32,338.195417,15.863333,  K0                ,,,
          ,5.88,338.11,39.779722,  A6V               ,,,
          ,6.35,338.078333,54.0375,  G8III             ,,,
 60    Aqr,5.89,338.512083,-1.574167,  G6III             ,,,Aqr
 29Rho2Cep,5.5,337.470417,78.824167,  A3V               ,0.008,407.695,29Rho2Cep
 59Ups Aqr,5.2,338.673333,-20.708333,  F4IV              ,0.046,70.90347826,Aqr
          ,6.23,338.970417,-57.883611,  A5V               ,,,
          ,5.71,338.419167,56.625,  G8III-IV          ,,,
          ,6.6,338.262083,69.913611,  A9III             ,0.002,1630.78,
          ,5.97,338.902083,-23.991111, gK0                ,,,
 62Eta Aqr,4.02,338.839167,-0.1175,  B9IV-Vn           ,0.025,130.4624,Aqr
          ,6.34,338.320833,70.373889,  A0V               ,-0.003,,
          ,5.68,338.0675,76.226389,  A2V               ,,,
   Sig1Gru,6.28,339.122083,-40.582778,  A3Vn              ,,,Sig1Gru
          ,5.82,339.1475,-31.663889,  K1III             ,,,
   Sig2Gru,5.86,339.245,-40.591111,  A1V               ,,,Sig2Gru
  8    Lac,5.73,338.967917,39.634167,  B2Ve              ,,,Lac
          ,6.1,339.032917,35.577222,  K0                ,,,
          ,6.4,339.151667,11.696944,  A1III             ,,,
          ,6.29,338.9725,50.071111,  B3V               ,,,
          ,6.38,338.965833,56.07,  A3V               ,,,
          ,6.3,339.269583,12.577222,  K5                ,,,
          ,6.3,339.202917,35.6525,  K5                ,,,
 63Kap Aqr,5.03,339.439167,-4.228056,  K2III             ,0.019,171.6610526,Aqr
          ,6.65,339.785,-52.692222,  F1III             ,,,
          ,6.23,339.5925,-7.897778,  G0III+F0V         ,,,
  9    Lac,4.63,339.343333,51.545278,  A8IV              ,0.022,148.2527273,Lac
          ,6.47,339.68625,-28.747778,  K1III             ,,,
 31    Cep,5.08,338.942083,73.643056,  F3III-IV          ,0.008,407.695,Cep
          ,5.66,339.714583,-33.081389,  A2Vp              ,,,
          ,6.4,339.572917,45.183056,  G2III+A4V         ,,,
 40    Peg,5.82,339.719167,19.522222,  G8II              ,0.01,326.156,Peg
          ,6.31,339.933333,-28.325278,  K0IV              ,0.01,326.156,
          ,5.97,340.20375,-57.422222,  K4III             ,,,
          ,5.21,339.657917,56.795833,  M4+III            ,-0.013,,
 10    Lac,4.88,339.815417,39.050278,  O9V               ,,,Lac
          ,5.87,340.092917,-30.658889,  K3III             ,0.014,232.9685714,
 41    Peg,6.21,339.945833,19.681111,  A2V               ,,,Peg
          ,5.79,339.304167,75.371667,  M1IIIab           ,,,
          ,6.03,339.892917,37.592778,  G3Ib-IICN-1CH2Fe-1,,,
 30    Cep,5.19,339.6625,63.584444,  A3IV              ,0.008,407.695,Cep
 18Eps PsA,4.17,340.164167,-27.043611,  B8V               ,,,PsA
          ,6.31,340.2,-3.554167,  F6V               ,0.012,271.7966667,
   Bet Oct,4.15,341.51375,-81.381667,  A9IV-V            ,,,Oct
          ,5.71,340.219583,14.549444,  G4V               ,0.032,101.92375,
 11    Lac,4.46,340.12875,44.276389,  K2+III-IIIb       ,0.01,326.156,Lac
          ,5.93,340.076667,53.846111,  K0III             ,,,
 42Zet Peg,3.4,340.365417,10.831389,  B8V               ,0.023,141.8069565,Peg
          ,5.98,340.65375,-47.210556,  G0V               ,0.067,48.68,
   Bet Gru,2.1,340.667083,-46.884722,  M5III             ,0.008,407.695,Gru
 19    PsA,6.17,340.592083,-29.360833,  M5III             ,,,PsA
          ,6.34,340.380833,30.965833,  K5                ,,,
          ,6.07,340.679583,-44.247778,  K0III             ,,,
 12    Lac,5.25,340.369167,40.225556,  B2III             ,,,Lac
 43Omi Peg,4.79,340.439167,29.3075,  A1IV              ,0.024,135.8983333,Peg
          ,5.9,340.489167,14.516389, gK0                ,-0.01,,
          ,5.94,340.400417,41.549444,  G9III             ,0.001,3261.56,
   Rho Gru,4.85,340.875,-41.414444,  K0III             ,0.03,108.7186667,Gru
          ,6.45,340.764583,-8.311667,  A5V               ,0.004,815.39,
          ,6.3,341.06875,-60.499444,  F3V               ,,,
 67    Aqr,6.41,340.809583,-6.962778,  A0Vn              ,,,Aqr
          ,6.12,340.586667,53.908889,  K2                ,,,
 66    Aqr,4.69,340.897083,-18.830278,  K4III             ,0.013,250.8892308,Aqr
 44Eta Peg,2.94,340.750417,30.221389,  G2II-III+F0V      ,0.017,191.8564706,Peg
          ,6.43,340.73125,37.802778,  B1V               ,,,
          ,6.39,340.76875,47.168611,  A1V+G:            ,0.002,1630.78,
          ,6.51,340.927917,10.939167,  G8IV              ,,,
          ,5.95,341.021667,39.465556,  K5III+K2III       ,0.01,326.156,
   Eta Gru,4.85,341.407917,-53.500278,  K2IIICNIV         ,0.005,652.312,Gru
 13    Lac,5.08,341.022917,41.819167,  K0III             ,0.01,326.156,Lac
          ,5.51,341.419583,-46.5475,  K2III             ,-0.003,,
          ,6.62,341.533333,-48.978889,  F9V               ,,,
          ,6.48,341.617917,-49.685833,  K1III             ,,,
 45    Peg,6.25,341.3675,19.366667, gG6                ,,,Peg
          ,6.55,341.205,52.517222,  K2                ,,,
          ,6.56,341.682083,-46.939444,  A9IIIm:           ,,,
   Xi  Oct,5.35,342.595417,-80.124167,  B6IV              ,,,Oct
          ,6.73,342.420417,-77.050556,  A4V               ,,,
 46Xi  Peg,4.19,341.673333,12.172778,  F6III-IV          ,0.052,62.72230769,Peg
          ,5.76,341.5425,44.546111,  F0III-IV          ,0.019,171.6610526,
 47Lam Peg,3.95,341.632917,23.565556,  G8IIIa*           ,0.042,77.65619048,Peg
          ,6.28,341.829583,-34.161111,  K1III             ,,,
          ,6.37,342.089167,-61.684167,  K0III             ,,,
 68    Aqr,5.26,341.887917,-19.613333,  G7III             ,0.034,95.92823529,Aqr
          ,6.71,341.94625,-38.221944,  F4IV              ,,,
          ,6.34,342.3225,-70.347778,  A2V               ,,,
 69Tau1Aqr,5.66,341.928333,-14.056389,  A0V               ,,,69Tau1Aqr
          ,6.3,341.984167,-25.911944,  G5III             ,,,
   Eps Gru,3.49,342.13875,-51.316944,  A3V               ,0.044,74.12636364,Gru
 70    Aqr,6.19,342.125833,-10.555556,  A9III-IV          ,,,Aqr
          ,6.36,341.846667,58.482778,  B9.5IV            ,,,
          ,5.9,342.045417,37.416667, gG8                ,,,
 71Tau2Aqr,4.01,342.397917,-13.5925,  M0III             ,0.021,155.312381,71Tau2Aqr
          ,6.33,342.49625,-32.805278,  F0V+F3V           ,0.015,217.4373333,
          ,6.54,342.384583,10.478889,  F0IV-V            ,,,
          ,6.12,342.199167,54.415,  B5Vne             ,,,
          ,6.06,342.184167,62.938333,  K0                ,,,
 48Mu  Peg,3.48,342.500833,24.601667,  G8+III            ,0.04,81.539,Peg
          ,5.42,342.759167,-39.156944,  M0III             ,-0.001,,
          ,6.46,342.937083,-59.881389,  K1IIICNII         ,,,
          ,6.19,342.252917,68.570278,  F5V               ,0.025,130.4624,
          ,5.43,342.4425,55.902778,  K1III             ,,,
          ,6.12,343.04125,-63.188611,  K0III             ,,,
 14    Lac,5.92,342.590833,41.953611,  B3IV:             ,,,Lac
          ,6.4,342.662917,19.140833,  K0                ,,,
          ,6.21,342.5425,50.676944,  G4Ib              ,,,
 21    PsA,5.97,342.837083,-29.536111,  G8/K0III          ,,,PsA
 32Iot Cep,3.52,342.42,66.200556,  K0-III            ,0.041,79.5502439,Cep
          ,6.43,344.7875,59.814722,  B9III             ,,,
 22Gam PsA,4.46,343.131667,-32.875556,  A0III*            ,0.043,75.85023256,PsA
          ,5.6,342.845,61.696944,  G8III-IV+G2IV     ,0.005,652.312,
 49Sig Peg,5.16,343.100417,9.835556,  F7IV              ,0.043,75.85023256,Peg
 73Lam Aqr,3.74,343.15375,-7.579722,  M2.5IIIaFe-1      ,0.017,191.8564706,Aqr
 15    Lac,4.94,343.008333,43.3125,  M0III             ,0.021,155.312381,Lac
   Tau1Gru,6.04,343.407917,-48.598056,  G0V               ,0.042,77.65619048,Tau1Gru
   Rho Ind,6.05,343.664167,-70.073611,  G2-3IV            ,,,Ind
          ,4.74,341.870833,83.153889,  K3III             ,-0.018,,
          ,5.64,343.259583,16.841111,  K1-2II-III        ,,,
 74    Aqr,5.8,343.369583,-11.616667,  B9III             ,,,Aqr
          ,6.46,343.217917,50.411944,  B8V               ,,,
          ,6.34,343.297083,40.167222,  B7III-IV          ,,,
          ,6.01,343.265833,60.101111,sgK2                ,,,
          ,5.81,343.417083,44.749167,  A3Vm+F6V          ,0.018,181.1977778,
 76Del Aqr,3.27,343.6625,-15.820833,  A3V               ,0.038,85.83052632,Aqr
 78    Aqr,6.19,343.642083,-7.204722,  K3III             ,,,Aqr
 77    Aqr,5.56,343.689583,-16.271944,  K2.5IIIb          ,0.019,171.6610526,Aqr
          ,5.81,343.529167,40.376944,  K0III             ,,,
          ,6.4,343.812083,-36.388611,  K2III             ,,,
          ,6.12,343.64875,16.941667,  S4+/1+            ,,,
  1    Psc,6.11,343.747917,1.064722,  A7III             ,,,Psc
          ,5.72,343.795833,-4.987778,  K0III-IV          ,0.012,271.7966667,
 50Rho Peg,4.9,343.807083,8.815833,  A1V               ,0.006,543.5933333,Peg
          ,5.91,343.760833,37.076944,  F5II              ,,,
          ,6.1,343.964167,-31.633056,  K3III             ,,,
 23Del PsA,4.21,343.987083,-32.539722,  G8III             ,0.021,155.312381,PsA
          ,6.48,344.1,-31.565556,  K4V               ,0.13,25.08892308,
   Tau3Gru,5.7,344.199167,-47.969167,  Am                ,,,Tau3Gru
          ,5.74,343.935417,36.351667,  B7III             ,,,
          ,6.51,344.214583,11.848333,  A3V s             ,0.008,407.695,
 16    Lac,5.59,344.098333,41.603889,  B2IV              ,,,Lac
          ,4.95,344.108333,49.733611,  K5Ib              ,-0.001,,
          ,6.31,344.321667,-4.81,  G9III             ,,,
 24Alp PsA,1.16,344.412917,-29.622222,  A3V               ,0.149,21.88966443,PsA
 51    Peg,5.49,344.36625,20.768889,  G2.5IVa           ,0.074,44.07513514,Peg
          ,6.28,344.386667,3.810278,  K1III             ,,,
          ,5.43,344.26875,48.684167,  B4IIIep           ,,,
          ,6.13,344.645833,-35.523056,  F8III-IV          ,,,
          ,6.18,344.419583,39.308889,  B2IV-V            ,,,
          ,6.16,344.564583,-2.395278,  G8IV              ,,,
          ,6.37,344.59875,-1.410278,  F0-2V             ,,,
          ,5.9,342.759167,85.373611,  K5                ,,,
          ,6.43,344.64625,9.356944,  G2V+G4V           ,0.035,93.18742857,
          ,6.33,344.6775,7.339722,  A1V               ,,,
 52    Peg,5.75,344.799167,11.728889,  A8V+F6V           ,0.014,232.9685714,Peg
          ,5.51,344.899167,-29.462222,  A5n               ,,,
          ,6.07,344.89875,-13.070833,  K5III             ,,,
  2    Psc,5.43,344.864167,0.962778, gK1                ,,,Psc
          ,5.65,345.024167,-25.164167, gK0                ,,,
          ,6.29,344.792917,52.654444,  K2                ,,,
          ,6.29,345.1025,-25.626667,  K1III             ,,,
   Zet Gru,4.12,345.22,-52.754167,  G8-K0III          ,0.039,83.62974359,Gru
          ,4.71,343.603333,84.346111,  K4III             ,0.001,3261.56,
          ,5.68,345.28125,-50.95,  K3III             ,,,
  3    Psc,6.21,345.157917,0.185833,  G4III             ,,,Psc
          ,5.83,345.17875,3.011667,  K4III             ,,,
          ,5,345.02125,56.945278,  G40               ,0.002,1630.78,
          ,6.6,345.177083,31.083056,  B9IIIpMn          ,,,
          ,5.55,345.330833,-28.853611,  K3III             ,,,
          ,6.5,345.143333,45.375,  A3V               ,,,
          ,6.28,345.345833,-22.790833,  A5V               ,,,
 81    Aqr,6.21,345.348333,-7.061111,  K5III             ,,,Aqr
          ,6.54,345.227917,38.708056,  B3Vpe             ,,,
          ,5.94,345.382083,-4.711389,  K0                ,,,
          ,6.47,345.641667,-36.420833,  K1III             ,0.003,1087.186667,
          ,6.2,345.377917,57.105556,  K1.5II            ,,,
  1Omi And,3.62,345.480417,42.326111,  B6IIIpe+A2p       ,0.015,217.4373333,And
 82    Aqr,6.15,345.635833,-6.574167,  M2III             ,,,Aqr
          ,5.97,345.684583,-20.870556,  K0III-IV          ,,,
          ,6.57,345.637917,31.780556,  F2IV              ,,,
  2    And,5.1,345.65125,42.757778,  A3Vn              ,0.034,95.92823529,And
   Pi  PsA,5.11,345.874167,-34.749444,  F0V+F3V           ,0.052,62.72230769,PsA
          ,6.39,345.688333,44.058889,  B2V               ,,,
          ,5.52,346.2175,-68.820278,  F4III             ,,,
          ,6.5,345.6825,55.236389,  B9IIIHe wk        ,,,
          ,5.79,345.997917,-41.478333,  K0III             ,,,
          ,6.68,345.98875,-4.795278,  F8V               ,,,
  4Bet Psc,4.53,345.969167,3.82,  B6Ve              ,,,Psc
   Kap Gru,5.37,346.165,-53.965,  K5III             ,0.012,271.7966667,Gru
 53Bet Peg,2.42,345.94375,28.082778,  M2.5II-III        ,0.022,148.2527273,Peg
          ,6.41,346.004167,6.616667,  F2V               ,,,
          ,6.74,345.84875,60.445278,  B2V               ,,,
          ,6.43,345.84,58.564722,  G8IV              ,,,
          ,5.24,345.887083,67.209167,  K3III             ,-0.002,,
  3    And,4.65,346.045833,50.052222,  K0IIIbFe-0.5      ,0.004,815.39,And
 54Alp Peg,2.49,346.190417,15.205278,  B9V               ,0.038,85.83052632,Peg
 83    Aqr,5.43,346.290833,-7.693611,  F2IV+F0V          ,0.021,155.312381,Aqr
          ,6.14,346.303333,-17.079167,  K0                ,,,
          ,6.44,346.27625,16.563056,  G8IV              ,0.025,130.4624,
          ,6.39,346.323333,1.306944,  G9III             ,,,
          ,6.12,347.09875,-79.480833,  A3-4V             ,,,
   The Gru,4.28,346.72,-43.520556,  F5mDel Del        ,0.017,191.8564706,Gru
          ,6.13,346.575833,18.5175,  F6V s             ,0.016,203.8475,
 86    Aqr,4.47,346.670417,-23.743056,  G9III             ,0.028,116.4842857,Aqr
   Ups Gru,5.61,346.723333,-38.892222,  A1V               ,,,Gru
          ,6.33,346.789583,-49.606667,  K4III             ,,,
          ,6.3,346.632917,19.910833,  F7V               ,,,
          ,5.83,346.81125,-50.686389,  F6-7IV-V          ,,,
          ,6.15,347.14875,-73.586389,  K3III             ,,,
 55    Peg,4.52,346.75125,9.409444,  M1IIIab           ,0.016,203.8475,Peg
          ,6.47,349.2075,-41.194444,  K0III             ,,,
 56    Peg,4.76,346.778333,25.468333,  G8Ib              ,0.006,543.5933333,Peg
  1    Cas,4.85,346.65375,59.419722,  B0.5IV            ,,,Cas
          ,6.02,346.865417,32.825833,  A4Vn              ,0.011,296.5054545,
          ,5.99,346.869583,21.134167,  A5V               ,,,
          ,6.66,346.825417,46.068056,  B2V               ,,,
          ,6.11,346.792083,52.816389,  K0III             ,,,
          ,5.6,347.0875,-28.823333,  G9III             ,,,
